YEAR,ORISPL,PNAME,PSTATABB,PLPRMFL,PLHTIAN,PLNGENAN,NAMEPCAP,CAPFAC,PLCO2AN
2018,7835,Rock Springs Generating Facility,MD,NG,4579220,436850.999,773.6,0.06446,272136.4
2018,7836,Marsh Run Generation Facility,VA,NG,5869446,564064.001,708.8,0.09084,354757.4
2018,7837,Louisa Generation Facility,VA,NG,6108869,537224.998,509.1,0.12046,368432.3
2018,7838,Remington Combustion Turbine Station,VA,NG,9614510,954324,705.5,0.15442,580355.9
2018,7839,Ladysmith Combustion Turbine Sta,VA,NG,7043619,698227,892.5,0.08931,428996.8
2018,7842,Freedom Power Project,IL,NG,18272,1453,71,0.00234,1085.8
2018,7843,Pleasant Valley Station,MN,NG,1154700,95260.999,467.8,0.02325,69120.1
2018,7844,Minnesota River Station,MN,NG,6876,549,49,0.00128,408.7
2018,7845,Lagoon Creek,TN,NG,28490041,3624059.004,1625.2,0.25456,1693758.4
2018,7846,Brandy Branch,FL,NG,30174899,4292338,783.1,0.62571,1795528.2
2018,7848,Holden Power Plant,MO,NG,1826869,149091,321.3,0.05297,108638.3
2018,7858,MEPI GT Facility,IL,NG,36990,2601.001,301.5,0.00098,2198.5
2018,7863,Elk Mound Generating Station,WI,NG,102352,7084,142,0.00569,6040.3
2018,7869,Glenwood Landing Energy Center,NY,NG,910468,86403.001,122,0.08085,54783.6
2018,7870,Encogen Generating Station,WA,NG,1787256,200543,176.4,0.12978,106212.1
2018,7872,Robert P Mone,OH,NG,4355180,422754,594,0.08125,257056.6
2018,7873,Bayside Power Station,FL,NG,49930660,6654176,2797.8,0.2715,2967309.6
2018,7887,Terry Bundy Generating Station,NE,NG,1949801,229836.001,216.3,0.1213,96189.719
2018,7897,E B Harris Generating Plant,AL,NG,40760457,5865446,2534,0.26423,2422337.6
2018,7900,Sand Hill Energy Center,TX,NG,14875230,1803765.998,696.4,0.29568,883992.4
2018,7903,McCartney Generating Station,MO,NG,809000,69310,117.8,0.06717,48077
2018,7909,Vernon Boulevard,NY,NG,651713,48862,94,0.05934,38730.5
2018,7910,23rd and 3rd,NY,NG,1305482,117563,94,0.14277,77583.6
2018,7912,Brentwood,NY,NG,603813,59444,47,0.14438,35882.3
2018,7913,Hell Gate,NY,NG,433301,37085,94,0.04504,25751.1
2018,7914,Harlem River Yard,NY,NG,449286,33058,94,0.04015,26702.4
2018,7915,North 1st,NY,NG,574802,51871,47,0.12599,34161.2
2018,7916,Talbot Energy Facility,GA,NG,5934443,506467.002,726,0.07964,356218.6
2018,7917,Chattahoochee Energy Facility,GA,NG,19056977,2681322,539.7,0.56714,1132522.6
2018,7925,Lakefield Junction Generating,MN,NG,1904798,144742.998,537.8,0.03072,113208.3
2018,7928,Osawatomie Generating Station,KS,NG,174921,15908.998,741.1,0.00245,10395.2
2018,7929,West Gardner Generating Station,KS,NG,567012,44502,408,0.01245,33695.9
2018,7930,Russell Energy Center,KS,NG,14567,1212,15,0.00922,851.362
2018,7931,Coyote Springs II,OR,NG,10453021.494,1495191,287,0.59472,610921.917
2018,7932,Gaylord - Wolverine,MI,NG,306653.001,19533.999,70.2,0.03177,17922.189
2018,7946,Wansley (7946),GA,NG,14916428,2084949,594.1,0.40062,886500.8
2018,7947,Solway Plant,MN,NG,707903,69282,51.3,0.15417,42078.8
2018,7948,Hoosier Energy Lawrence Co Station,IN,NG,1541817,146338.002,402,0.04156,91623.4
2018,7953,Evander Andrews Power Complex,ID,NG,1380629,127647.999,270.9,0.05379,82049.3
2018,7962,Warren F. Sam Beasley Pwr Station,DE,NG,339935,30699,96,0.0365,21637.8
2018,7964,Peno Creek Energy Center,MO,NG,1022391,92471,240,0.04398,60760.2
2018,7967,Lordsburg Generating Station,NM,NG,60434,5042,88,0.00654,3591.4
2018,7972,Sumpter Plant,MI,NG,5101338,398579,340,0.13382,303165.9
2018,7975,Pyramid Generating Station,NM,NG,685147,66330,186,0.04071,40969.8
2018,7981,Mill Creek Combustion Turbine Station,SC,NG,2438808,201194,799.2,0.02874,152298.5
2018,7984,Kalkaska CT Project #1,MI,NG,415362,38368,60.5,0.0724,24681.7
2018,7985,Greater Des Moines Energy Center,IA,NG,4708775,638948,576.3,0.12656,279834.6
2018,7987,Lake,CA,NG,133594,11806,60.5,0.02228,7939.7
2018,7988,Silver Creek Generating Plant,MS,NG,1715096,132411.999,250.5,0.06034,101925.9
2018,7989,Sylvarena Generating Plant,MS,NG,2563116,253034.001,141,0.20486,152319.7
2018,7991,West Campus Cogeneration Facility,WI,NG,2416472.332,310175,169.3,0.20914,143605.537
2018,7999,Grays Harbor Energy Center,WA,NG,18074895,2478312,697.8,0.40543,1074166.3
2018,8000,Beatrice,NE,NG,3910367,435182,247.1,0.20105,232392.8
2018,8008,Mickleton Energy Center,NJ,NG,132132,5021,71.2,0.00805,7852.9
2018,8009,Auburn State Street,NY,NG,198,13,7,0.00021,11.572
2018,8010,Murray Turbine,UT,NG,110313,9221.001,42,0.02506,6447.192
2018,8015,Paragould Reciprocating,AR,NG,5117.001,512.001,19.2,0.00304,299.061
2018,8022,Boulder Park,WA,NG,439506,47931,24.6,0.22242,25686.72
2018,8026,Hartzog,WY,NG,4743,243.999,22.5,0.00124,277.203
2018,8027,Blue Lake Generating Plant,MN,NG,1302017,105279,559.4,0.02148,77675.998
2018,8028,Arvada,WY,NG,3851.001,231,22.5,0.00117,225.069
2018,8029,Sycamore Combustion Turbine,IA,NG,111190,4618,157.6,0.00334,6498.448
2018,8030,Barber Creek,WY,NG,4685.001,219,22.5,0.00111,273.813
2018,8031,Emery Station,IA,NG,20758468,2447344,602.8,0.46347,1233640.1
2018,8034,Yankton,SD,NG,761,-298,13.4,0,50.673
2018,8037,Clifton Station,KS,NG,181646,8063,87.5,0.01052,10616.215
2018,8048,Anclote,FL,NG,29171297,2714482,1112.4,0.27856,1733604.4
2018,8049,Intercession City,FL,NG,7123202,543619.003,1197.3,0.05183,426866.2
2018,8053,Pouch Terminal,NY,NG,646404,56003,47,0.13602,38413.2
2018,8054,Gerald Andrus,MS,NG,10175014,854270,781.4,0.1248,604812.1
2018,8056,Waterford 1 & 2,LA,NG,16984245,1613666,932,0.19765,1011954.5
2018,8059,Comanche (8059),OK,NG,1820668,196644,294,0.07635,108197.9
2018,8063,Decordova,TX,NG,189430,13143.998,1627.8,0.00092,11071.147
2018,8067,Fort Lupton,CO,NG,45863,2737,100.8,0.0031,2680.442
2018,8068,Santan,AZ,NG,25189446,3752533,1326,0.32306,1496969.7
2018,8073,Beaver,OR,NG,10177093.088,495578,610.7,0.09264,298888.129
2018,8076,Ellwood,CA,NG,89752,6212,58,0.01223,5245.513
2018,8906,Astoria Generating Station,NY,NG,13203730,1093320,1345,0.09279,797934.631
2018,9674,Nine Springs,WI,NG,1446,37,16.2,0.00026,84.511
2018,10003,Colorado Energy Nations Company,CO,NG,986296.122,172515.019,35.4,0.55631,57643.612
2018,10008,Baptist Medical Center,FL,NG,111751.855,19648,13.1,0.17122,6531.284
2018,10020,Cutrale Citrus Juices USA I,FL,NG,408084,25910,11.7,0.2528,23850.277
2018,10025,"RED-Rochester, LLC-Eastman Business Park",NY,NG,1179235.37,370122,209.8,0.20139,76007.005
2018,10029,General Electric Aircraft,MA,NG,234313.351,61785,55.7,0.12663,13694.333
2018,10030,NRG Energy Center Dover,DE,NG,662059.3,93314,118,0.09027,39803.012
2018,10034,"Calpine Gilroy Cogen, LP",CA,NG,733435.343,102682,130,0.09017,43583.453
2018,10042,Kaweah Delta District Hospital,CA,NG,329942,19060,5.2,0.41842,19283.305
2018,10061,"Mars Wrigley Confectionery US, LLC",NJ,NG,397110.777,59001,12.3,0.54758,23208.953
2018,10099,Pedricktown Cogeneration Plant,NJ,NG,409920,46904.35,140.2,0.03819,24705
2018,10108,Hampton Facility,NH,NG,187784.814,30906,8.8,0.40092,10974.995
2018,10110,Frito-Lay Cogen Plant,CA,NG,187455.292,26593,6,0.50596,10955.736
2018,10115,Grossmont Hospital,CA,NG,168981.562,29556,6.1,0.55311,9876.048
2018,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,NG,120791.253,22725,8.7,0.29818,7059.588
2018,10123,Hoffmann LaRoche,NJ,NG,152192.697,29595,22.6,0.14949,8894.83
2018,10129,Indiana University of Pennsylvania,PA,NG,97203.937,16199,24.4,0.07579,5681.039
2018,10149,Decorative Panels Intl,MI,NG,216619.391,45142,7.5,0.68709,5385.199
2018,10154,Power Island,TX,NG,1330221.658,253090,141,0.2049,77744.178
2018,10156,"Fresno Cogeneration Partners, LP",CA,NG,13445.451,5887,104.9,0.00641,799.134
2018,10175,Childrens Hospital,CA,NG,194126.065,26913.999,12.8,0.24003,11347.086
2018,10184,Central Utility Plant,TX,NG,163855.999,19377,14.3,0.15468,9576.486
2018,10188,Cutrale Citrus Juices USA II,FL,NG,622384,42995,24.9,0.19711,36374.94
2018,10190,"Castleton Power, LLC",NY,NG,1231300,130602,72,0.20707,73756.8
2018,10195,CF Industries Yazoo City Complex,MS,NG,881151.659,154926,25,0.70742,51498.493
2018,10202,Fernandina Beach Mill,FL,NG,3823888.735,688158.67,106.2,0.73971,98337.228
2018,10206,Loma Linda University Cogen,CA,NG,416982.413,69101,14.3,0.55163,24370.341
2018,10213,El Segundo Cogen,CA,NG,13373578.053,1265325,182.8,0.79017,781612.847
2018,10215,Snowbird Power Plant,UT,NG,105.378,15,1.8,0.00095,6.158
2018,10224,Merck Rahway Power Plant,NJ,NG,195662.001,35289.5,24.8,0.16244,11492.539
2018,10243,Ticona Polymers Inc,TX,NG,2099892.788,205450,56.8,0.41291,122727.244
2018,10244,Pixelle Specialty Solutions LLC,OH,NG,2713048.169,363680,92.8,0.44737,96105.299
2018,10245,ArcelorMittal Burns Harbor,IN,NG,3715763.792,635563,176.2,0.41176,384561.682
2018,10261,Enterprise Products Operating,TX,NG,2333813,153326.003,25.7,0.68105,136398.6
2018,10262,California Institute of Technology,CA,NG,480650.856,90067,24.3,0.42311,28091.413
2018,10275,Florida's Natural Growers,FL,NG,289984.517,56470,10.7,0.60246,16948.008
2018,10294,King City Power Plant,CA,NG,87149.354,374693,133.2,0.32112,5178.902
2018,10298,Air Liquide Bayport Complex,TX,NG,11159146.952,2204224,537.2,0.4684,641284.157
2018,10301,Louisiana Sugar Refining,LA,NG,90355.604,16094,7.4,0.24827,5280.791
2018,10302,Juniata Locomotive Shop,PA,NG,85993,8650,5.5,0.17954,5025.82
2018,10307,Bellingham,MA,NG,1107568,128416,386.1,0.03797,69821.9
2018,10308,North Jersey Energy Associates,NJ,NG,6000653,707656,430.2,0.18778,356612.7
2018,10319,Geismar,LA,NG,3354492.774,609646.06,84.1,0.82752,196051.75
2018,10328,T B Simon Power Plant,MI,NG,1643038.598,300119.36,99.3,0.34502,96026.617
2018,10339,Southside Water Reclamation Plant,NM,NG,394827.275,34204,6.6,0.5916,11831.216
2018,10342,Foster Wheeler Martinez,CA,NG,3991295.19,673306,113.5,0.67719,233269.367
2018,10349,Yuba City Energy Center,CA,NG,272777.298,226368,49.5,0.52204,16207.999
2018,10350,Greenleaf One,CA,NG,456064.833,67014,66,0.11591,27104.071
2018,10360,Consumer Operations LLC,WI,NG,876794.798,157674,164,0.10975,66648.935
2018,10405,Kingsburg Cogen Facility,CA,NG,48665.524,4964,36.2,0.01565,2892.509
2018,10416,Pensacola Florida Plant,FL,NG,3505275.675,639351,102,0.71554,204947.105
2018,10417,Indian Orchard Plant 1,MA,NG,140192.07,24468,5.7,0.49003,8193.46
2018,10418,Ascend Performance Materials Texas Inc.,TX,NG,1408398.615,276229,55.3,0.57022,82313.194
2018,10427,New-Indy Ontario Mill,CA,NG,1306517.133,227147.001,67,0.38702,76358.778
2018,10430,Anheuser-Busch St Louis,MO,NG,232798.83,42676,26.1,0.18665,12630.604
2018,10431,Anheuser-Busch Jacksonville,FL,NG,282270.024,56508,8.6,0.75008,16497.139
2018,10436,ExxonMobil Baytown Refinery,TX,NG,5920235.607,1109026.998,231.7,0.5464,346005.381
2018,10439,SEGS III,CA,NG,0,43849,34.2,0.14636,0
2018,10440,SEGS IV,CA,NG,0,44406,34.2,0.14822,0
2018,10441,SEGS V,CA,NG,0,47383,34.2,0.15816,0
2018,10442,SEGS VI,CA,NG,130050.495,43423,35,0.14163,7600.74
2018,10443,SEGS VII,CA,NG,149084.716,39662,35,0.12936,8713.186
2018,10444,SEGS VIII,CA,NG,216464.921,148275,92,0.18398,12651.19
2018,10446,SEGS IX,CA,NG,191816.467,152022,92,0.18863,11210.623
2018,10478,Pitchess Cogen Station,CA,NG,1293804.194,133821,28.3,0.5398,75615.777
2018,10491,Mead Rumford Cogen,ME,NG,0,0,12.5,0,0
2018,10496,Kern River Cogeneration,CA,NG,4241375.674,729451,300,0.27757,247885.203
2018,10504,Amalgamated Sugar Twin Falls,ID,NG,267768.081,47641.442,10.2,0.53319,20422.747
2018,10521,Lederle Laboratories,NY,NG,691092.035,120428.41,23.4,0.5875,45053.843
2018,10548,San Jose Cogeneration,CA,NG,224892.924,30770,6,0.58543,13143.761
2018,10554,Formosa Utility Venture Ltd,TX,NG,19139995.296,3705925.74,933.4,0.45324,1118628.72
2018,10567,"Algonquin Power Windsor Locks, LLC",CT,NG,234892.791,162121.92,71,0.26066,14408.098
2018,10568,Port Arthur Texas Refinery,TX,NG,1344328.241,264994,38.4,0.78777,78568.631
2018,10617,"Beaver Falls, LLC",NY,NG,65190.229,10833,107.8,0.01147,3874.483
2018,10619,Allegany Station No. 133,NY,NG,314519,36224,67,0.06172,18691.6
2018,10620,Carthage Energy,NY,NG,180611,19942,62.9,0.03619,10733
2018,10621,"Syracuse, LLC",NY,NG,282012,32457,102.7,0.03608,16759.6
2018,10623,Civic Center,CA,NG,561784.653,102962,34.5,0.34069,32833.239
2018,10633,Hopewell Cogeneration Facility,VA,NG,11918621.293,1434087,399,0.4103,715902.109
2018,10649,Bear Mountain Limited,CA,NG,241830.154,35766,46,0.08876,14372.368
2018,10650,Badger Creek Limited,CA,NG,51435.355,7556,46,0.01875,3057.033
2018,10682,Brush Power Projects,CO,NG,1006175,136591,297.2,0.05246,59798.2
2018,10690,ExxonMobil Baton Rouge Turbine Generator,LA,NG,3214927.805,648650,85.3,0.86808,187894.941
2018,10692,ExxonMobil Baytown Turbine,TX,NG,14250028.819,2657670.001,381.8,0.79462,832836.222
2018,10698,"Graphic Packaging International, Inc.",MI,NG,0,-143592,11.8,0,0
2018,10720,Kyocera America Project,CA,NG,134670,11518,3.8,0.34601,7870.725
2018,10725,Selkirk Cogen Partners,NY,NG,2899526.164,399662,446,0.10229,172314.617
2018,10726,MASSPOWER,MA,NG,4060823.309,498909,260.9,0.21829,241331.895
2018,10745,Midland Cogeneration Venture,MI,NG,54343342.452,7896077.47,1853.8,0.48623,3176071.053
2018,10751,"Camden Plant Holding, LLC",NJ,NG,466910,48694,172.9,0.03215,27748.5
2018,10755,Rifle Generating Station,CO,NG,60328.905,7156,84,0.00972,3525.894
2018,10761,Las Vegas Generating Station,NV,NG,2953065,346071,358.9,0.11007,175500.2
2018,10776,E F Oxnard Energy Facility,CA,NG,1188014.2,157062,48.5,0.36968,69432.93
2018,10790,Victoria Texas Plant,TX,NG,3129547.189,588842,102.4,0.65644,182904.911
2018,10795,Camden South Carolina,SC,NG,13070.211,2304,30,0.00877,774.1
2018,10805,"E F Kenilworth, Inc.",NJ,NG,1119016.466,151094.96,28.8,0.5989,65400.39
2018,10810,NTC/MCRD Energy Facility,CA,NG,215654.866,20681,25.6,0.09222,12603.847
2018,10811,Naval Station Energy Facility,CA,NG,439299.08,42162.99,55.2,0.08719,25674.628
2018,10812,North Island Energy Facility,CA,NG,334662.47,32905,40.3,0.09321,19559.19
2018,10819,Ada Cogeneration LP,MI,NG,1309851.009,183679,33.1,0.63347,76553.625
2018,10855,Cargill Corn Milling Division,IA,NG,438417.752,78382.568,40,0.22369,25623.119
2018,10866,Archer Daniels Midland Co. - Peoria,IL,NG,516482.517,184154,64,0.32847,30185.577
2018,10870,Hazleton Generation,PA,NG,66005,5159,171.5,0.00343,4148.546
2018,10883,Medical Area Total Energy Plant,MA,NG,1867497.706,341152.961,101.6,0.38331,109345.913
2018,10884,Olive View Medical Center,CA,NG,85476.424,15221,5.6,0.31028,4995.629
2018,50002,Pittsfield Generating,MA,NG,1023965.763,117955,175.5,0.07672,62348.072
2018,50003,Chalk Cliff Limited,CA,NG,110118.998,15300,46,0.03797,6435.853
2018,50006,Linden Cogeneration Facility,NJ,NG,32096204.794,5546963,974.1,0.65005,1911727.492
2018,50026,Corpus Refinery,TX,NG,1521316.327,294282,47,0.71476,88912.616
2018,50041,Norton Powerhouse,MA,NG,188361.405,30046,5.6,0.61248,11008.693
2018,50043,Houston Chemical Complex Battleground,TX,NG,10025117.901,1768002,380.7,0.53015,585913.535
2018,50054,Rice University,TX,NG,155636.09,28832,6.9,0.477,9096.078
2018,50061,San Diego State University,CA,NG,357096.919,56717,17.6,0.36787,20870.361
2018,50064,Univ of Calif Santa Cruz Cogeneration,CA,NG,191928.316,31321,7.2,0.49659,11217.16
2018,50074,"MARCUS HOOK 50, L.P.",PA,NG,249.1,54,50.5,0.00012,14.559
2018,50087,Univ of Massachusetts Medical Center,MA,NG,461164.494,72219,17.5,0.4711,27039.87
2018,50089,Univ of San Francisco Cogen,CA,NG,28225.988,3928,1.5,0.29893,1649.655
2018,50094,Veolia Energy Trenton L.P.,NJ,NG,4227.638,777,21.2,0.00418,247.083
2018,50109,Paris Energy Center,TX,NG,4169921,461662,265.6,0.19842,247811.7
2018,50115,US Borax,CA,NG,1522893.829,282302,48.2,0.66859,89004.813
2018,50118,Hal C Weaver Power Plant,TX,NG,1728155.229,336331.01,170.5,0.22518,101001.218
2018,50127,Signal Hill Generating LLC,TX,NG,246273.039,18556,80,0.02648,14393.312
2018,50134,Sycamore Cogeneration,CA,NG,8212092.018,1368124,300,0.5206,479951.849
2018,50136,South Oaks Hospital,NY,NG,30350.447,5919,2.2,0.30713,1773.818
2018,50137,New Gulf Power Facility,TX,NG,297292,19800,114.4,0.01976,17668.3
2018,50146,Imperial Savannah LP,GA,NG,221800.177,39590,11.7,0.38627,15026.186
2018,50148,Linde Wilmington,CA,NG,0,0,31,0,0
2018,50150,Union Carbide Seadrift Cogen,TX,NG,5875532.741,814326.64,168,0.55333,343392.881
2018,50152,Dow St Charles Operations,LA,NG,10542226.461,1980789,343.2,0.65885,616135.687
2018,50170,Berry Cogen,CA,NG,1591494.603,293027,38.7,0.86436,93014.152
2018,50200,B Braun Medical,CA,NG,218546.814,40066,6.1,0.74979,12772.865
2018,50203,US Gypsum Oakfield,NY,NG,129890.106,23219,5.8,0.45699,7591.366
2018,50216,Watson Cogeneration,CA,NG,16739653.782,2988696,499.2,0.68344,982271.266
2018,50229,Texas Petrochemicals,TX,NG,1282072.232,232244,595,0.04456,74930.144
2018,50234,San Antonio Regional Hospital,CA,NG,135781.288,11474.001,2.7,0.48512,7935.673
2018,50240,Purdue University-Wade Utility,IN,NG,698530.057,125035.716,43.2,0.3304,48476.742
2018,50243,Bucksport Generation LLC,ME,NG,61020.032,10221,298.4,0.00391,4283.611
2018,50275,Park 500 Philip Morris USA,VA,NG,160720.304,23494.701,19.1,0.14042,9393.222
2018,50279,PEI Power Corporation,PA,NG,399406,189833,92.9,0.23327,25496.367
2018,50292,Bethpage Energy Center,NY,NG,4097086,455221,240,0.21652,243463.9
2018,50299,AltaGas Ripon Energy Inc.,CA,NG,99585,9868,49.5,0.02276,5820.198
2018,50307,University of Oklahoma,OK,NG,85.32,15,18.6,9e-05,4.986
2018,50310,Standby Generation Plant,FL,NG,1563,93.001,13.7,0.00077,91.349
2018,50316,Bunge North America East LLC,IN,NG,41515.87,7375,2,0.42095,2426.375
2018,50326,Nalco,IL,NG,13936.544,1800,4.7,0.04372,814.515
2018,50366,University of Notre Dame,IN,NG,452239.697,79839.652,39.6,0.23015,28587.971
2018,50368,Cornell University Ithaca Campus,NY,NG,1037344.057,261867,39.5,0.7568,60627.085
2018,50373,Paxton Creek Cogeneration,PA,NG,10755.816,1263,12.6,0.01144,628.618
2018,50385,Newark Bay Cogen,NJ,NG,297789,31743.25,152,0.02384,17695.8
2018,50389,Port Allen (LA),LA,NG,257462.828,51272,7.6,0.77013,15047.294
2018,50407,Mobile Energy Services LLC,AL,NG,2555774.751,331450,109.2,0.34649,83154.952
2018,50411,Rutgers Biomedical and Health Cogen,NJ,NG,324081.599,57075,10.5,0.62052,18940.797
2018,50427,Bronx Zoo,NY,NG,122741.188,20894.999,3.6,0.66258,7173.55
2018,50431,University of Michigan,MI,NG,804423.511,148664,48.5,0.34991,47064.652
2018,50449,Indeck-Silver Springs Energy Center,NY,NG,752155.211,78342.05,56.6,0.15801,44703.519
2018,50450,Indeck-Oswego Energy Center,NY,NG,623778.534,68385,57.4,0.136,37073.69
2018,50451,Indeck-Yerkes Energy Center,NY,NG,618270.328,60483,59.9,0.11527,36746.437
2018,50456,Procter & Gamble Cincinnati Plant,OH,NG,30102.918,5101,12.5,0.04658,1759.351
2018,50458,Indeck-Corinth Energy Center,NY,NG,5347936.906,694238,147,0.53912,319767.634
2018,50463,Procter & Gamble Paper Products,PA,NG,4986885.75,873044,120.2,0.82914,291456.188
2018,50464,Oxnard,CA,NG,3676687.888,557802,68.7,0.92687,214882.292
2018,50472,Covanta Niagara,NY,NG,1429123.91,161508,50,0.36874,77595.442
2018,50475,Corpus Christi,TX,NG,514107.892,67403,41,0.18767,30046.794
2018,50476,Packaging of America Tomahawk Mill,WI,NG,657817.968,118827.187,18.7,0.72539,18370.6
2018,50479,"GP Big Island, LLC",VA,NG,238715.814,53863,7.9,0.77832,1820.555
2018,50489,PPG Powerhouse C,LA,NG,1679762.987,1899836,357.7,0.60631,98173.056
2018,50490,PPG Plant C Caustic,LA,NG,51482,14046,3.4,0.4716,3008.841
2018,50493,Double C Generation Limited Partnership,CA,NG,273942,26465,49.8,0.06067,16010.412
2018,50494,Kern Front Limited,CA,NG,197327,18945,49.8,0.04343,11532.684
2018,50495,High Sierra Limited,CA,NG,257518.598,28059,49.8,0.06432,15050.554
2018,50497,"Bayonne Plant Holding, LLC",NJ,NG,33771,3339.71,191.6,0.00199,2006.5
2018,50498,Capitol District Energy Center,CT,NG,501991,53254,70.5,0.08623,30203.1
2018,50537,SRI International Cogen Project,CA,NG,172031.198,28860,6,0.54909,10054.282
2018,50541,Harbor Cogen,CA,NG,0,0,107.4,0,0
2018,50558,Oklahoma Cogeneration LLC,OK,NG,970416.689,111939,122.4,0.1044,56715.547
2018,50561,Eagle Point Power Generation,NJ,NG,4624883,535470,251.8,0.24276,275093.8
2018,50566,Milam Gas Recovery,IL,NG,208052.001,19182,2.4,0.91239,12159.501
2018,50612,McKittrick Limited,CA,NG,134039.698,21742,46,0.05396,7965.971
2018,50621,Central Power Plant,RI,NG,103407.814,27075,13.7,0.2256,6043.621
2018,50622,Berry Cogen Tanne Hills 18,CA,NG,587317.736,89956,17.6,0.58346,34325.508
2018,50625,ExxonMobil Beaumont Refinery,TX,NG,24012802.024,4210850.001,697.8,0.68887,1426743.043
2018,50674,Municipal Cogen Plant,CA,NG,48778,4410,2.6,0.19362,2850.807
2018,50707,J M Shafer,CO,NG,6206485,784004,396.9,0.22549,368852.3
2018,50722,BP Naperville Cogeneration Facility,IL,NG,328343.748,57365,9.5,0.68932,19189.896
2018,50743,Starrett City Cogen Facility,NY,NG,353565.383,58864.469,18,0.37332,20927.31
2018,50744,Sterling Power Plant,NY,NG,215079,25240,65.3,0.04412,12781.8
2018,50748,Agnews Power Plant,CA,NG,151466.742,15801,32,0.05637,8852.402
2018,50750,Coalinga Cogeneration Facility,CA,NG,264229.517,48672,6.8,0.81708,15442.77
2018,50751,Southeast Kern River Cogen,CA,NG,662713.06,121221,30.8,0.44929,38731.953
2018,50752,South Belridge Cogeneration Facility,CA,NG,2550547.474,439356,94.2,0.53243,149065.545
2018,50799,"EFS Parlin Holdings, LLC",NJ,NG,184436,18283,135,0.01546,10960.1
2018,50803,Seminole Mill,FL,NG,658635.393,120298,30,0.45775,38493.635
2018,50815,"Optim Energy Altura Cogen, LLC",TX,NG,16610881.571,2990075,643.6,0.53035,987157.511
2018,50846,Gramercy Holdings LLC,LA,NG,1551726.469,254603,117.3,0.24778,90689.923
2018,50849,PE Berkeley,CA,NG,867010.716,152957,28.5,0.61266,50672.033
2018,50850,OLS Energy Chino,CA,NG,167777.726,24709,30.8,0.09158,9805.69
2018,50851,CSUCI Site Authority,CA,NG,327221.18,47506,31.1,0.17437,19124.288
2018,50852,Elmwood Park Power - LLC,NJ,NG,34380,3203.91,89.5,0.00409,2043.4
2018,50865,Salinas River Cogeneration Facility,CA,NG,1969500.269,301448,38.9,0.88462,117045.756
2018,50876,Wheelabrator Norwalk Energy,CA,NG,0,0,30.7,0,0
2018,50903,Sagamore Plant Cogeneration,IN,NG,330675.504,37502.14,7.4,0.57852,19326.174
2018,50906,Ford Utilities Center,NM,NG,370489.146,72269,16.3,0.50613,21653.064
2018,50933,Rhinelander Mill,WI,NG,216583.701,39559.034,25.3,0.17849,17277.187
2018,50935,Caterpillar,IN,NG,348983,36210.002,29.3,0.14108,24538.935
2018,50949,Hardee Power Station,FL,NG,281486,442240,470.1,0.10739,16728
2018,50955,Rousselot Inc,MA,NG,88824.569,16024,6.7,0.27302,5191.31
2018,50963,Naval Hospital Medical Center,CA,NG,155194.651,23370,7.7,0.34647,9070.278
2018,50966,Bellemeade Power Station,VA,NG,357536,39792,330,0.01377,28560.4
2018,50971,Tropicana Products Bradent,FL,NG,987662.122,196525,46.8,0.47937,57723.447
2018,50973,Motiva Enterprises Port Arthur Refinery,TX,NG,13700430.665,1784184.98,316.9,0.64271,800717.334
2018,50978,Carr Street Generating Station,NY,NG,1446626,149281,122.6,0.139,86082.2
2018,50985,Solano County Cogen Plant,CA,NG,101371.016,14556,2.8,0.59344,5924.582
2018,51030,Ocean State Power,RI,NG,5278339,679062,254.2,0.30495,314860.9
2018,52019,Doswell Limited Partnership,VA,NG,44913228,4858224.359,1313,0.42239,2676265.6
2018,52021,ITT Cogen Facility,IL,NG,1773.257,111,7.4,0.00171,103.638
2018,52024,Rhode Island Hospital,RI,NG,121637.847,21588,10.4,0.23696,7405.044
2018,52026,Dartmouth Power,MA,NG,603061,66877,97.4,0.07838,36621.8
2018,52048,Vanderbilt University Power Plant,TN,NG,618409.845,120338,34.9,0.39362,36142.672
2018,52056,Nassau Energy Corporation,NY,NG,1587107.94,335291.17,55,0.69591,94939.17
2018,52061,Hartford Hospital Cogeneration,CT,NG,204386.586,52108,11.8,0.5041,10177.69
2018,52069,Point Comfort Operations,TX,NG,0,0,63.1,0,0
2018,52072,Radford Army Ammunition Plant,VA,NG,2747757,31726,24,0.1509,160591.362
2018,52073,UCLA So Campus Cogen Project,CA,NG,1530001.151,289734,43,0.76918,89420.196
2018,52076,McKittrick Cogen,CA,NG,911356.762,79176,21.6,0.41844,53263.817
2018,52077,Lost Hills Cogeneration Plant,CA,NG,246079.241,36954,10.5,0.40176,14381.986
2018,52081,Cymric 31X Cogen,CA,NG,230758.45,44634,6.8,0.74929,13486.569
2018,52082,Cymric 6Z Cogen,CA,NG,232650.721,45207,6.8,0.75891,13597.161
2018,52085,Taft 26C Cogen,CA,NG,401807.811,77245,12.4,0.71112,23483.469
2018,52086,Coalinga 25D Cogen,CA,NG,368548.126,71419,13.6,0.59947,21539.622
2018,52087,Elizabeth River Combustion Turbine Sta,VA,NG,3055783,252114.999,388.8,0.07402,192311.6
2018,52088,Texas City Cogeneration,TX,NG,5435332.098,955109,450,0.24229,323013.621
